Input,Prediction,Target
taetaa,தேடாா,டாடா
cittanta,சிட்டட்ட,சைவ
nigazhvai,நிகழ்வை,நிகழ்வை
payirkalum,பயிர்களும்,பயிர்களும்
seethakkadhi,சீதக்கத்,சீதக்காதி
maelavaiyil,மேலலைவில்,மேலவையில்
kudippeyarnthaar,குடிப்பாரர்ததனனன்,குடிப்பெயர்ந்தார்
weterr,வெட்ர்,வாட்டர்
chandler,சன்்ோர்,சான்ட்லர்
visaigalai,விசைகளை,விசைகளை
santharppangkalil,சந்தர்ப்்களகள்்,சந்தர்ப்பங்களில்
azhaikkappaduvatharkana,அழைக்கப்பட்ட்்்்்்,அழைக்கப்படுவதற்கான
panpaadugazhin,பண்பாட்க்தத்,பண்பாடுகளின்
segantla,செயங்கள்,செகன்ட்ல
eaton,ஈடோன்,ஈடான்
oraandil,ஒராண்டில்,ஓராண்டில்
pudhusaa,புதுசா,புதுசா
thambadhiyinar,தம்பதியினின,தம்பதியினர்
bandhan,பண்தன்,பந்தன்
mahmood,மம்மோட்,மஹ்மூத்
jarvis,ஜர்்விி,ஜார்விஸ்
thuraikkum,துறைக்கும்,துறைக்கும்
potter,போட்டிர,ஹாரி
saashthirigal,சாத்திர்கள்,சாஸ்திரிகள்
paathaikku,பாதைக்கு,பாதைக்கு
kaalanikal,காலலிக்்,காலணிகள்
pidippadhu,பிடிப்பது,பிடிப்பது
koodiyae,கூடியே,கோடியே
thirumangai,திருங்ககைய,திருமங்கை
bhuj,புஜு,புஜ்
cambridge,காப்பிக்க்,கேம்பிரிட்ஜ்
angkeegaarangkal,அங்காக்கள்கள்,அங்கீகாரங்கள்
nagoria,நகோரிய,நகோரியா
darwin,டார்வின்,டார்வின்
seralathan,செரலததன்,சேரலாதன்
attoozhiyangalum,அட்டியிக்களகமம,அட்டூழியங்களும்
payanikalai,பயனிகளை,சுற்றுலாப்
luutiyana,லுடியான,லூதியானா
nulainththa,நுலைந்தத,நுழைந்த
irukkavoa,இருக்கவு,இருக்கவோ
paarkkiradhu,பார்க்குறது,பார்க்கிறது
piranthapoathu,பிரந்தத்து,பிறந்தபோது
patiala,படியல,பாடியாலா
belide,பெலிட்,பெலிடே
sikka,சிக்க,சிக்க
nagaiyai,நகையை,நகையை
panghal,பங்கள்,பங்கல்
lynch,ல்ந்ச்,லிஞ்ச்
stokes,ஸ்ட்டிக்,ஸ்டோக்ஸ்
anubamaa,அனுமாா,அனுபமா
muthalvarukku,முதல்வருகுகு,முதல்வருக்கு
heblikar,ஹெப்பிர்க்,ஹெப்லிகர்
baleshwar,பலல்வரர்்,பலேஷ்வர்
soazhapuram,சோழப்பும்,சோழபுரம்
hines,ஹின்சி,ஹைன்ஸ்
vazhukku,வழுக்கு,வழுக்கு
choathikkum,சோதிக்கும்,சோதிக்கும்
sirsa,சிர்ச,சிர்சா
saappiduvathu,சாப்பிடுவது,சாப்பிடுவது
ezhuthiyirukkiraarkal,எழுதியிரிக்கிக்க்்்,எழுதியிருக்கிறார்கள்
ilatchaththu,இலட்சதுத,இலட்சத்து
evaikalaith,எவைகளைத்,இவைகளைத்
piritha,பிரித,பிரித்த
kulaththai,குலத்தை,குளத்தை
idugaigalil,இடுகலில்ல்,இடுகைகளில்
sollukku,சொல்ளுகுக்,சொல்லுக்கு
kuththirukkum,குத்திருக்கும்,குத்திருக்கும்
ezhumalaiyaan,எழுமைையான,ஏழுமலையான்
metals,மெடட்ட்்,மெடல்ஸ்
seedhakkadhi,சீதக்கத்,சீதக்காதி
placentia,பிலா்கியடட,பிளாசென்டா
mempaduththukinranaar,மெம்பர்த்த்ர்ர்ற்்்,மேம்படுத்துகின்றனர்
kulumai,குலுமை,குளுமை
thodarpudan,தொடர்பட்ன்,தொடர்புடன்
singam,சிங்கம்,சிங்கம்
menon,மெனோன்,மேனன்
padaiyinarum,படையானுுுு,படையினரும்
gorrilla,கொர்ளில்,கொரில்லா
dronar,டிரோரர்,துரோணர்
savithri,சவித்தி,சாவித்ரி
vivagaaraththai,விவகரததததத,விவகாரத்தை
anupama,அனுபா,அனுபமா
tezpur,டெப்புர்,தேஸ்பூர்
maurya,மேர்ய,மௌரியா
vittradhu,விற்றது,விற்றது
koolli,கோல்லி,கோலி
pushkar,புக்கரரர,புஷ்கர்
makilchchi,மகிச்சிச்,மகிழ்ச்சி
padaipaka,படைப்,படைப்பாக்க
snaibar,ஸ்பாரர்,ஸ்நைபர்
uruvaagavillai,உருவாகளிலலல்,உருவாகவில்லை
paandavargalil,பாண்டவர்ளளள்்,பாண்டவர்களில்
yoakaththin,யோகத்தின்,யோகத்தின்
norris,நோரிஸ்,நோரிஸ்
neeroattanggal,நீரோட்ட்கள்்,நீரோட்டங்கள்
poakkuvaraththai,போக்குவததததத,போக்குவரத்தை
kaattuth,காட்டுது,காட்டுத்
mudindhdhaalum,முடிந்துுலும்,முடிந்தாலும்
asiriyarkalukku,அசியரரககககககுு,ஆசிரியர்களுக்கு
padhivargal,பதிவர்கள்,பதிவர்கள்
pradesh,பிரசசச்,பிரதேஷ்
high,ஹிக்க,ஹை
beibale,பெய்பல்,பாபேல்
sasanankal,சானஙங்கள,சாசனங்கள்
manuthaakkal,மனுதிக்கள்,மனுதாக்கல்
thattik,தட்டிக்,தட்டிக்
kalaachchaaraththai,கலாச்சாரததத்,கலாச்சாரத்தை
cuba,குபப்,கியூபா
kanchan,கண்சன்,கான்சன்
bhojpur,போப்புர்,போஜ்பூர்
periyavaraaka,பெரியராக,பெரியவராக
daewid,டேவாட்,டேவிட்
panigazhukku,பணிககுகுகு,பணிகளுக்கு
yunesco,யுசோசிச்,யுனெஸ்கோ
tharavukalai,தரவுகளை,தரவுகளை
nalloar,நல்லோர்,நல்லோர்
piradhaanap,பிரதனப்,பிரதானப்
segarippu,செகரபப்ப்,சேகரிப்பு
uudakaththai,ஊடகத்தை,ஊடகத்தை
shaam,ஷாம்,ஷாம்
letan,லெடன்்,லத்தீன்
yeluthiyulla,யெுுளிலில்,எழுதியுள்ள
avathaaranggalil,அவதார்்களளள்,அவதாரங்களில்
junction,ஜ்ன்டிட்ன்,ஜங்ஷன்
yetooyiset,யெடோடியிட்,ஏடூஇசட்
naamalae,நாமலை,நாமளே
noolakangalil,நூலகங்களில்,நூலகங்களில்
varatham,வரமம்,வரதம்
satiish,சேிிி,சதீஷ்
baiylvaan,பைய்லானான்,பயில்வான்
paandavarkalai,பாண்டவரளளை,பாண்டவர்களை
datacom,டடடட்டம்,டாடாகாம்
muyandraal,முயன்றார்,முயன்றால்
thittamida,திட்டமிட்,திட்டமிட
boattil,போட்டில்,போட்டில்
tamilpetromarine,தமில்பிரிர்ர்ன்,டமில்பெட்ரோமரைன்
estate,எஸ்டட்,எஸ்டேட்
shillong,ளில்லிக்,ஷில்லாங்
nayathodu,நயதோடு,நயத்தோடு
narampukalai,நரம்புகளை,நரம்புகளை
piraveen,பிரவேன்,பிரவீன்
geethayil,கீதலில்,கீதையில்
punnakaiyudan,புன்னைகட்ட்,புன்னகையுடன்
taeta,தேட்்,டாடா
vathanthigal,வதந்திகள,வதந்திகள்
yeppadiyum,யேப்படியும்,எப்படியும்
aakast,ஆகட்ட்,ஆகஸ்ட்
suchi,சுசிச்,சுசி
uruppinarumaana,உருப்பானனனனனம,உறுப்பினருமான
wade,வேடே,வேட்
thayavila,தேவலல,தயவில
tharakuutiya,தரகுகிடை,தரக்கூடிய
betty,பெட்டி,பீட்டி
isaikkaruviyai,இசைக்கவியவவ,இசைக்கருவியை
kondirunthavargaludan,கொண்டிருவ்ர்ர்ர்ள்,கொண்டிருந்தவர்களுடன்
uruppum,உருப்புமு,உறுப்பும்
makaechan,மகாச்ன்,மகேசன்
viththiyaa,வித்தியா,வித்தியா
unavugalukkaagavum,உணவுகளுக்ககுகும்,உணவுகளுக்காகவும்
shailaja,ஷைஜாா,சைலஜா
rasa,ராச்,ரச
kadarkaraikku,கடற்றகககுகு,கடற்கரைக்கு
puuttu,புட்டு,பூட்டு
dhar,தரோ்்,தார்
amsangkalil,அம்சங்களில்,அம்சங்களில்
sandhia,சந்திய்,சந்தியா
wathore,வாதரர,வாதோர்
ariviyalaalaridaiye,அறிவியலிலிலலலல,அறிவியலாளரிடையே
yesuppaaniya,யோசுப்பாயயய,எசுப்பானிய
paruman,பருனன்,பருமன்
hoshangabad,ஹோஙங்கப்பட,ஹோஷங்காபாத்
seyalpatumpoothu,செயல்பபபபுுதுு்,செயல்படும்போது
saathiyilar,சாதியில்்,சாதியிலர்
sambradhayamaana,சம்மாரதாாான,சம்பிரதாயமான
pazhu,பழுன்,பழு
makaa,மகாக்,மகா
linaks,லிக்்க்,லினக்ஸ்
ayilvaai,அயில்விய்,அயில்வாய்
seamec,சீமேச்,ஸீமெக்
upayoogaththilirunthu,உபயெித்த்தித்ததத்,உபயோகத்திலிருந்து
kuru,குரும்__________________,குறு
irukkiraargalthaaney,இருக்கிர்க்ர்க்்ா்,இருக்கிறார்கள்தானே
tarbo,டார்ப்,டர்போ
kalanthaalaam,கலந்தாலாம்,கலந்தாளாம்
lang,லாக்க,லங்
yerpaduvatharku,யேர்படுவவுககு,ஏற்படுவதற்கு
neelasal,நீலாால்,நீலாசல்
chinthitthal,சிந்துத்தல்,சிந்தித்தல்
thambulam,தம்புலம்,தாம்பூலம்
ilakka,இலக்க,இலக்க
ithalaaka,இதலாக,இதழாக
pinburamaaka,பின்பாராகக,பின்புறமாக
siemens,சீமீன்்்,சீமெண்ஸ்
reeves,ரீவேே,ரீவ்ஸ்
koovalanum,கோவலுமு,கோவலனும்
aayiram,ஆயிரமம,ஆயிரம்
akazhaayvil,அழயாவிலில்,அகழாய்வில்
kootanyil,கூடன்லில்,கூட்டண்யில்
bauer,பேர்்,பௌவர்
yourik,யோரிக்,யூரிக்
pirachanaiyaga,பிரச்சாயய,பிரச்சனையாக
koottangalin,கூட்டங்களின்,கூட்டங்களின்
kootpaatu,கூட்பாடு,கோட்பாடு
urakka,உரக்க,உரக்க
noble,நோப்போ,நோபல்
letiin,லெடினின்,லத்தீன்
kaathalukku,காதலுக்கு,காதலுக்கு
mugammathu,முகம்துு,முகம்மது
zorddan,டூர்டன்்,ஜோர்டான்
thamizhagap,தமிழப்,தமிழகப்
sipper,சிப்போர்,செய்பவர்
bhukya,புக்க,புக்யா
satii,சடிிி,சதி
kadarkarai,கடற்கைை,கடற்கரை
thota,தோட்்,தொட
jammu,ஜமமமு,ஜம்மு
sikanamana,சிகனாம்,சிக்கனமான
anthony,அந்தின்,அந்தோனி
agamadhabaath,அகததததத,அகமதாபாத்
scent,ஸ்ஸ்ன்்்,சென்ட்
saravanabhavan,சரவனனதனன,சரவணபவன்
sentrulla,சென்றுள்,சென்றுள்ள
eduththukolgiren,எடுத்துக்க்க்ள்ன,எடுத்துக்கொள்கிறேன்
periyathu,பெரியது,பெரியது
aayiraththai,ஆயிரத்தை,ஆயிரத்தை
iyamvo,இயம்வோ,இயம்வோ
thaniththani,தனித்தனி,தனித்தனி
payanikalaip,பயனிகளைக்,சுற்றுலாப்
yevar,யாரவர,எவர்
noblesville,நோல்விலில்லில்,நோபல்ஸ்வில்லே
kejiyaaga,கெழியாக்,கேஜியாக
vishaakaa,விசாக்,விஷாகா
vazhakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
vaagananggalaiyum,வாகஙங்களிகும்,வாகனங்களையும்
seyyappattullathaaga,செய்பப்பட்ட்ககளள்்,செய்யப்பட்டுள்ளதாக
kandedukkappattathu,கண்டிக்க்க்ட்க்ட்்,கண்டெடுக்கப்பட்டது
thodarbalar,தொடர்பப்்,தொடர்பாளர்
kaartikeeyan,கார்டிக்கான்,கார்த்திகேயன்
meinaruviyila,மெய்றவிிிில்,மெயினருவியில
jean,ஜான்ன___________________,ஜேன்
panigalaip,பணிகளைக்,பணிகளைப்
thodaathavargalukkum,தொடததரவுகககககுும்,தொடாதவர்களுக்கும்
muraik,முறைக்,முறைஃ
chollukkaana,சொல்லுக்கான,சொல்லுக்கான
heriss,ஹெரிச்ச்,ஹாரிஸ்
jeyikka,ஜெயிக்க,ஜெயிக்க
kuuttavum,குட்டவுுு,கூட்டவும்
madina,மதின,மதீனா
muhammad,முமம்பட்,முகம்மது
sangankal,சங்கள்க்,சங்கங்கள்
evatrtrukkum,எவர்றுக்குக்,இவற்றுக்கும்
udhayamaavadharkuch,உதயமாவவ்துுு,உதயமாவதற்குச்
sangath,சங்கத்,சங்கத்
pulampach,புலம்பப்,புலம்பச்
uraiyaattriya,உரையாற்றிய்,உரையாற்றிய
yuii,யுய்,யூ
nuzhainthiruppaargal,நுழைந்திர்ப்ப்ர்க்,நுழைந்திருப்பார்கள்
paik,பைக்க,பேக்
asok,அசோக்,அசோகா
uloom,உள்மோ,உலூம்
kaalatthaic,காலட்சிச,காலத்தைச்
ring,ரிக்க,ரிங்க்
ezhuththukkalilthaan,எழுத்திர்க்க்களள்்,எழுத்துக்களில்தான்
soozhappattathu,சூழப்படுதது,சூழப்பட்டது
peepe,பீப்ப___________________,பீபி
thapasu,தாசு,தபசு
surver,சுர்வேர,சர்வர்
abul,அபுல்,அபுல்
toobaggoo,தோகக்கோ,டொபாகோ
vadikkappattathu,வடிக்கப்பட்ததத,வடிக்கப்பட்ட
rafael,ராலல்,ரபேல்
siththasramaththai,சித்தத்ததததத,ஸித்தாஸ்ரமத்தை
tharakkuutiya,தரக்குடியு,தரக்கூடிய
amerika,அமிரிக,அமெரிக்கா
sivanthu,சிவந்து,சிவந்து
thokupaiyum,துகுபியையு,தொகுப்பையும்
baurnami,பேர்மனம,பெளர்ணமி
saey,சேய்,சேய்
uththarappradesa,உத்தர்பபபப்்,உத்தரப்பிரதேச
chankat,சங்கட்,சங்கத்
vanji,வஞ்சி,வஞ்சி
thamizhakaththilum,தமிழ்்தததுுு,தமிழகத்திலும்
krishna,கிரிச்ன,க்ரிஷ்ணா
boca,போச்்,போகா
bhaskar,பாஸ்கர்,பாஸ்கர்
pinpatruvathenbathu,பின்பவ்தத்துதது்,பின்பற்றுவதென்பது
tamizhakatthilum,தமிழ்்தததுதும,தமிழகத்திலும்
donaldson,டோனன்்்்்்,டொனால்ட்சன்
paniyum,பணியும்,பணியும்
poathum,போதும்,வாங்கும்
duglas,டுக்கல்,டக்ளஸ்
odeesee,ஓடீசி,ஒடிசி
latchanam,லட்சமமம்,லட்சணம்
poonee,பூனின்__________________,பூனீ
biksbi,பிக்பிப்,பிக்ஸ்பி
vladymyr,வியர்மிரர்,விளாடிமிர்
bharathiya,பாராா,பாரதிய
kadarkaraiyilirundha,கடற்கரியிரியியு்,கடற்கரையிலிருந்து
kodooramaana,கொடுமராா,கொடூரமான
bhaavanaiyil,பாவாலலிி,பாவனையில்
edirpaarkkum,எடிர்புக்க்கும்,எதிர்பார்க்கும்
sozharkalin,சொழர்கில்,சோழர்களின்
tabagoo,தபகா,டொபாகோ
poonagariyil,பூபரிிிிி,பூநகரியில்
pottavargalukkum,பொட்டவர்்ககககுுு,போட்டவர்களுக்கும்
nadigaiyaana,நடிகையா,நடிகையான
kuantum,காண்தும்,குஅன்டம்
mani,மனனனி,மணி
kangra,கங்கர்,காங்ரா
sthaapaga,ஸ்தாாக,ஸ்தாபக
virumbugiradhu,விரும்புற்கு்,விரும்புகிறது
deevid,தீவிட்,டேவிட்
babeel,பாலலல,பாபேல்
solvathai,சொல்வதை,சொல்வதை
yookaththin,யோகத்தின்,யோகத்தின்
beetlez,பீட்லி,பீட்டில்ஸ்
nayam,நயம்,நயம்
thaengaip,தேங்கைப்,தேங்காய்ப்
mandaal,மண்டில்,மண்டல்
arivuruththugireergal,அறிவிருறுக்க்ற்ற்,அறிவுறுத்துகிறீர்கள்
vazhangiyullathagavum,வழங்குளிவுகளுுமம்,வழங்கியுள்ளதாகவும்
ram,ராம்,ராமா
niraivuraiyodu,நிறைவுடுடுடு,நிறைவுரையோடு
diipak,டிப்பக்,தீபக்
pootaan,போடான்,பூடான்
kuday,குடன்,குடை
naro,நரோோ்,நீரோ
latin,லாட்னி,லத்தீன்
bara,பரர்,பரா
mentor,மென்டிர்,மென்டார்
chirumiyai,சிருமையை,சிறுமியை
jaanakikkuththaan,ஜானககக்க்த்த்த்்,ஜானகிக்குத்தான்
seythathaagavum,செய்தத்தாவம்,செய்ததாகவும்
telelinks,டெலிக்கின்,டெலிலிங்க்ஸ்
pauula,புலா்,பவுலா
edukkappadavillai,எடுக்கப்படில்லலல,எடுக்கப்படவில்லை
padaiththathu,படைத்தது,படைத்தது
siriyap,சிரியப்,சிரியப்
ratnagiri,ரர்னக்கிி,ரத்னகிரி
livarpuul,லிவர்புளு்,லிவர்பூல்
serbiya,செர்பிய,செர்பியா
jaitley,ஜெய்டையி,ஜெட்லி
brahmma,பிரமமம்,பிரம்ம
balmiki,பால்மிக்,பால்மிகி
thedhiyum,தெதியும்,தேதியும்
kondirukkumpoothu,கொண்டிக்குகுகுகும்,கொண்டிருக்கும்போது
sasanangal,சானஙங்கள,சாசனங்கள்
zeen,நீன்ன்,ஜென்
pottaar,பொட்டார்,போட்டார்
inthnikalvukku,இந்திக்ககுகககு,இந்நிகழ்வுக்கு
appaadal,அப்படடல்,அப்பாடல்
pithon,பிதோன்,பைதான்
arivadhu,அறிவது,அறிவது
avalaik,அவலைக்,அவளைக்
maasgoavin,மாச்கிவின்,மாஸ்கோவின்
kankaanippaalar,கண்கான்க்க்ன்்,கண்காணிப்பாளா்
thozhilai,தொழில்,தொழிலை
manju,மன்சு,மஞ்சு
maali,மாலி,மாலி
kuantam,காண்டம்,குவாண்டம்
kondirundhom,கொண்டினுனுனும்,கொண்டிருந்தோம்
mugaththuvaaraththil,முகத்தததததததததல்,முகத்துவாரத்தில்
earpadaamal,எட்படமால்,ஏற்படாமல்
athirupthiyai,அதிருதியையை,அதிருப்தியை
nirvaagangal,நிற்வக்கககக,நிர்வாகங்கள்
choazharkalin,சோகல்கின்,சோழர்களின்
anuradhapuraththil,அதுரர்ததததிதத்்,அனுராதபுரத்தில்
elakiri,எலகிரி,ஏலகிரி
vittum,விட்டும்,விட்டும்
villiams,வில்லிம்்்,வில்லியம்ஸ்
panguthararkalaka,பங்கரரத்ககக்,பங்குதாரர்களாக
elatchaththu,எடட்சத்த,இலட்சத்து
gowravikkum,குவர்விக்கும்,கௌரவிக்கும்
saathaaranamaana,சாதரானாா,சாதாரணமான
vungalukke,வுங்களுக்க்,உங்களுக்கே
mattravarghalthaan,மற்றவர்்்்்்கள்,மற்றவர்கள்தான்
seithathagavum,செய்தத்தும்,செய்ததாகவும்
thoguththa,தொகுதத்,தொகுத்த
greenville,கிர்வெனிலில்,க்ரீன்வில்லே
america,அமேரிச்,அமெரிக்கா
vatar,வரத்்,வாட்டர்
sangavi,சங்கவவ,சங்கவை
smartspaces,ஸ்மர்்ச்ச்ச்்்,ஸ்மார்ட்ஸ்பேசஸ்
giitaa,கியாட்,கீதை
thuraiviyum,துறைவியும்,துறவியும்
kalyana,கல்யனா,கல்யாண
pangupetrullanar,பங்குற்ற்க்க்ள்,பங்குபெற்றுள்ளனர்
longmont,லோங்குன்ன்,லாங்மாண்ட்
munnuthaaranamaaka,முன்நுதாாாாாா,முன்னுதாரணமாக
english,எங்கில்,இங்கிலீஷ்
rukmaniyidam,ருக்மமிடினன்,ருக்மணியிடம்
pirathyeagamaaga,பிராயயாககக,பிரத்யேகமாக
chandel,சே்்டலல,சாண்டெல்
padaithu,படைது,படைத்து
jordan,ஜோட்டன்,ஜோர்தான்
edhirppaarkkum,எதிர்ப்ப்பகககுகு,எதிர்பார்க்கும்
manickka,மணிக்கிக,மாணிக்க
maalikaiyil,மாலிகிலில்,மாளிகையில்
kalaadi,கலாடி,கலாடி
poonaa,பூனான___________________,பூனா
cul,குலோ,கூல்
valaithalanggalil,வலைதன்களிள்்,வலைதளங்களில்
vaakkugalai,வாக்குகள்,வாக்குகளை
paniyilum,பணியிலும்,பணியிலும்
sayreville,சேர்விவில்,சேரிவில்லே
gaurila,கேரில்,கொரில்லா
arena,அரனனன,அரேனா
ilakkam,இலக்கம்,இலக்கம்
thevargalukkaakavum,தேவர்களுகளககுகும்,தேவர்களுக்காகவும்
setees,செஸஸஸ்,சதீஷ்
japanin,ஜானனின்,ஜப்பானின்
tharunatthai,தருநதததை,தருணத்தை
koottath,கூட்டத்,கூட்டத்
thatavi,தடவி,தடவி
kazhivarai,கழிவாை,கழிவறை
paakisthaanukku,பாகித்துக்கககு,பாகிஸ்தானுக்கு
karanamaakach,கரமாாக்்,காரணமாகச்
inriyum,இன்றியும்,இன்றியும்
thaiththuvamaana,தைத்துவானன,தனித்துவமான
raanuvath,ரானுவத,ராணுவத்
nathiyaana,நதியான,நதியான
ashley,அஸ்லில்,ஆஷ்லே
moorthigal,மூற்திகள்,மூர்த்திகள்
innoayai,இன்னோயை,இந்நோயை
thangiullathu,தங்குளுக்ுு,தங்கியுள்ளது
kadalul,கடலுல்,கடலுள்
uruthiyudan,உருதியாட்ட,உறுதியுடன்
pisiyaaga,பிசியாக,பிசியாக
metti,மெட்டி,மெட்டி
paitan,பைடன்்,பைதான்
aankalae,ஆங்கல,ஆண்களே
pirachnai,பிரச்சை,பிரச்னை
dayalan,தயலா்,தயாளன்
midland,மிட்லன்ட்,மிட்லேண்ட்
cherrapunji,செர்ப்பன்ன்,சிரப்புஞ்சி
servarukku,சேர்வருக்கு,சர்வருக்கு
valaigutaavil,வலைக்டிவில்,வளைகுடாவில்
haley,ஹலல்,ஹாலே
poruththappattirukku,பொருத்தப்பட்டுட்டுு்,பொருத்தப்பட்டிருக்கு
thoguppil,தொகுப்பில்,தொகுப்பில்
noolagangkalil,நூலக்களில்்,நூலகங்களில்
qyuba,கிபோ,கியூபா
calumet,காலுமடட்,களுமெட்
jappaanai,ஜப்பானன,ஜப்பானை
radaar,ரரரர்,ரேடார்
palatine,பலடினி,பலடைன்
uudakap,ஊடகப்,ஊடகப்
kuuttattait,குட்டட்டட்,கூட்டத்தைத்
mclaughlin,முல்கள்க்க்்,மெக்லாக்லின்
indri,இன்றி,இன்றி
iruppaiyum,இருப்பியைம்,இருப்பையும்
punch,புன்ச,பஞ்ச்
tamilaringar,தமிலரிக்க்்,தமிழறிஞர்
malargalaik,மலர்களைக்,மலர்களைக்
srirangkaththil,ஸ்ரிர்்த்திி்்,ஸ்ரீரங்கத்தில்
aankalilum,ஆண்களுலும்,ஆண்களிலும்
gati,கட்பி,கடி
matravargalaiyum,மற்றவியகளககும,மற்றவர்களையும்
kaankirathu,காண்கிறது,காண்கிறது
siirutaip,சிற்றிப்ப்,சீருடைப்
paduthuk,படுத்கு,படுத்துக்
chellavendum,செல்லவு்்ுுு்,செல்லவேண்டும்
piiddi,பிட்டிட்,பீட்டி
chakthi,சக்தித,ஓம்
thadaykalayth,தடல்களைத்,தடைகளைத்
vaalin,வாலின்,வாலின்
rawlani,ரவவனனன,ரவ்லாணி
powers,போரீர்ச்,பவர்ஸ்
vaazhvathu,வாழ்வது,வாழ்வது
bambaram,பம்பமரம்,பம்பரம்
maharashtra,மகரர்்்,மகாராஷ்ட்ரா
ina,இனன்,ஐநா
pirathesanggalukkum,பிரத்த்்ககககககுு்,பிரதேசங்களுக்கும்
onnum,ஒன்னும்,ஒன்னும்
purinthum,புரிந்தும்,புரிந்தும்
seiyyappattirunthaan,செய்யப்ப்பட்்ி்்்்்்,செய்யப்பட்டிருந்தான்
pirushadhanukku,பிருதத்ககுகு,பிருஷதனுக்கு
apparels,அப்பரரர்்,அப்பேரல்ஸ்
valimaiyaana,வலைமாயா,வலிமையான
nirvaagaththirkum,நிற்கவிததததுகுு்,நிர்வாகத்திற்கும்
yeno,யோனோப்,ஏனோ
beltran,பெல்ரன்்,பெல்டிரான்
roower,ரூவேர்,ரோவர்
agamadhabaatthil,அகதமதததததத்்,அகமதாபாத்தில்
vaethaththin,வேதத்தின்,வேதத்தின்
aththiyaayangkalil,அத்தியிகளிகளா்,அத்தியாயங்களில்
roanoke,ரோனோக்,ரோவனோகே
airoappiya,ஆரோப்பியை,அய்ரோப்பிய
sikkith,சிக்கித்,சிக்கித்
asansol,ஆசச்சோல்,அசன்சோல்
kulangkalin,குலங்களின்,குளங்களின்
axis,அகிச்ச,ஆகஂஸிஸ்
adhikamaanathu,அதிகமுமு,அதிகமானது
keeliranki,கீளிரங்க்,கீழிறங்கி
maeni,மேனின___________________,மேனி
varma,வர்ம,வர்மா
koodum,கூடும்,இருக்கக்
karuththa,கருத்த,கருத்த
imayamalaiyin,இமமயலியின்,இமயமலையின்
ierppu,இற்புபு,ஈர்ப்பு
puroktarai,புறுக்காை,புறொக்டரை
shanthi,ஷந்தி,சாந்தி
sarbiya,சர்பிய,செர்பியா
akkiramaththinaruku,அக்கிரத்த்ததுும்,அக்கிராமத்தினருக்கு
poattikkaaga,போட்டிக்ககக,போட்டிக்காக
kulangkalaiyum,குலங்களையும்,குளங்களையும்
machine,மசசிிி,மஷீன்
orissa,ஒரிச்ச,ஒரிசா
kandarinththathu,கண்டத்தித்த்,கண்டறிந்தது
sithiraip,சிதிரைப்,சித்திரைப்
varuththappattuch,வருத்தப்பட்ட்ட்,வருத்தப்பட்டுச்
loodhiaanaa,லோதினான,லூதியானா
samprathaaya,சம்பரததாா,சம்பிரதாய
wabag,வாகக்,வபாக்
moorththiyaaga,மூற்த்தியா,மூர்த்தியாக
thehivalai,தெவியவை,தெஹிவளை
walls,வால்ல்ச,வால்ஸ்
kamio,கமின,கேமியோ
oill,ஒள்ல்,ஆயில்
bano,பனோோோ,பனோ
irukkinrom,இருக்கின்ன்,இருக்கின்றோம்
paarththirukkiren,பார்த்திரிக்கிர்ற்,பார்த்திருக்கிறேன்
tharaththaik,தரத்திக்,தரத்தைக்
tinplate,டின்பட்ட்,டின்ப்ளேட்
kohima,கோமிம,கோஹிமா
aaduvar,ஆடுவர்,ஆடுவர்
kedum,கெடும்,கெடும்
vaakanam,வாகானம,வாகனம்
nadhikalum,நதிகளும்,நதிகளும்
kizhiththu,கிழித்து,கிழித்து
thaervai,தேர்வை,தேர்வை
uuvaa,ஊவாவ,ஊவா
sankar,சங்கர்,பிரபு
boron,போரோன்,போரான்
sanchi,சன்சி,சாஞ்சி
aekapoagam,ஏகபோப்,ஏகபோகம்
panigazhum,பணிகமும்,பணிகளும்
jharia,ஜாிிர்,ஜாரியா
ramachchandran,ராஜச்சர்்னன்,ராமச்சந்திரன்
lakshmi,லக்கிம்,லெட்சுமி
makalath,மகலத்,மகளைத்
muthalamaicharin,முதலைச்ச்ல்ல்,முதலமைச்சரின்
panigazhaiyum,பணிகமையும்,பணிகளையும்
robles,ர்்்ல்்,ராப்லெஸ்
gold,கோல்ட்,கோல்ட்
thandavaalanggal,தண்டவாகளகள்்,தண்டவாளங்கள்
urudhiyudan,உருதியாட்்,உறுதியுடன்
stephens,ஸ்ஸஸஸஸ்்்,ஸ்டீபென்ஸ்
seithuvittaar,செய்திவிட்ட்ட்,செய்துவிட்டார்
adangiyathu,அடங்கியது,அடங்கியது
sirca,சிர்்,சிர்கா
amerikkar,அமிர்க்கர்,அமெரிக்கர்
thodarbukku,தொடர்புக்கு,தொடர்புக்கு
idukki,இடுக்கி,இடுக்கி
seyalmuraikal,செயல்மில்கள்,செயல்முறைகள்
gureila,குரிலல,கொரில்லா
udpuramaaka,உட்புராகக,உட்புறமாக
baathaikalai,பாதைகளை,பாதைகளை
kaakiranul,காகிருுல்,காகிரனுல்
edukkappadaamal,எடுக்கப்பட்ட்்,எடுக்கப்படாமல்
veliyidappattana,வெளியாடப்படடட்,வெளியிடப்பட்டன
manathil,மனதிலி,அடி
loodhiana,லோதினா,லூதியானா
foseco,போசோச்,ஃபோசெகோ
padikku,படிக்கு,படிக்கு
