Input,Prediction,Target
kalaachchaaraththai,சலாச்சாரத்தை,கலாச்சாரத்தை
cuba,சபாாா___________________,கியூபா
kanchan,சா்சன்,கான்சன்
bhojpur,சோஜ்புர்,போஜ்பூர்
periyavaraaka,பெரியவராக,பெரியவராக
daewid,மேவிட்,டேவிட்
panigazhukku,பணிகழுக்கு,பணிகளுக்கு
yunesco,சுனனஸ்கோ,யுனெஸ்கோ
tharavukalai,மரவுகளை,தரவுகளை
nalloar,வல்லோர்,நல்லோர்
piradhaanap,சிரதானப்,பிரதானப்
segarippu,செகரிப்பு,சேகரிப்பு
uudakaththai,கடகத்தை,ஊடகத்தை
shaam,சாம்,ஷாம்
letan,கெட்டன்,லத்தீன்
yeluthiyulla,சலுதியுள்ள,எழுதியுள்ள
avathaaranggalil,வவதாரங்களில்,அவதாரங்களில்
junction,சுன்்டனனன்,ஜங்ஷன்
yetooyiset,சேடோயிசேட்,ஏடூஇசட்
naamalae,மாமலே,நாமளே
noolakangalil,மூலகங்களில்,நூலகங்களில்
varatham,மரதம்,வரதம்
satiish,சாதிஷ்்்________________,சதீஷ்
baiylvaan,சைய்ல்வான்,பயில்வான்
paandavarkalai,பாண்டவர்களை,பாண்டவர்களை
datacom,டேடக்்்்்,டாடாகாம்
muyandraal,வுயன்றால்,முயன்றால்
thittamida,மிட்டமிட,திட்டமிட
boattil,கோட்டில்,போட்டில்
tamilpetromarine,மமிழ்பே்்்ரரோரின்_______,டமில்பெட்ரோமரைன்
estate,கஸ்டடடட,எஸ்டேட்
shillong,சில்லோங்,ஷில்லாங்
nayathodu,மயத்துடு,நயத்தோடு
narampukalai,மரம்புகளை,நரம்புகளை
piraveen,பிரவீன்,பிரவீன்
geethayil,சீதயயலில்,கீதையில்
punnakaiyudan,குண்ணகையுடன்,புன்னகையுடன்
taeta,மேட்ட,டாடா
vathanthigal,வதந்திகள்,வதந்திகள்
yeppadiyum,சப்படியும்,எப்படியும்
aakast,டகஸ்ட்்்________________,ஆகஸ்ட்
suchi,சுச்சி,சுசி
uruppinarumaana,கருப்பினருமான,உறுப்பினருமான
wade,பாடே,வேட்
thayavila,வயவிலல,தயவில
tharakuutiya,மரகுுுயிய,தரக்கூடிய
betty,செட்டி,பீட்டி
isaikkaruviyai,வசைக்கருவியை,இசைக்கருவியை
kondirunthavargaludan,கொண்டிருந்தவர்களுடன்,கொண்டிருந்தவர்களுடன்
uruppum,சருப்பும்,உறுப்பும்
makaechan,தகேசன்்,மகேசன்
viththiyaa,வித்தியா,வித்தியா
unavugalukkaagavum,கணவுகளுக்காகவும்,உணவுகளுக்காகவும்
shailaja,சைலாஜா,சைலஜா
rasa,சசச,ரச
kadarkaraikku,கடற்கரைக்கு,கடற்கரைக்கு
puuttu,பூட்டு,பூட்டு
dhar,டரர,தார்
amsangkalil,மம்சங்களில்,அம்சங்களில்
sandhia,சந்தததா,சந்தியா
wathore,டதததத்்,வாதோர்
ariviyalaalaridaiye,அறிவியலாளரிடையே,அறிவியலாளரிடையே
yesuppaaniya,சசுப்பானிய,எசுப்பானிய
paruman,சருமன்,பருமன்
hoshangabad,சோஷஙஙகாாா்,ஹோஷங்காபாத்
seyalpatumpoothu,செயல்படும்பூது,செயல்படும்போது
saathiyilar,சாதியிலர்,சாதியிலர்
sambradhayamaana,சம்ப்ரததயானா,சம்பிரதாயமான
pazhu,கழு,பழு
makaa,தகா,மகா
linaks,சினா்்்்்_______________,லினக்ஸ்
ayilvaai,வயில்வாய்,அயில்வாய்
seamec,செமெக்,ஸீமெக்
upayoogaththilirunthu,சபயூகத்திலிருந்து,உபயோகத்திலிருந்து
kuru,குரு,குறு
irukkiraargalthaaney,இருக்கிறார்கள்தான்,இருக்கிறார்கள்தானே
tarbo,மார்போ,டர்போ
kalanthaalaam,சலந்தாலாம்,கலந்தாளாம்
lang,சஙங்்,லங்
yerpaduvatharku,சற்படுவதற்கு,ஏற்படுவதற்கு
neelasal,மீலசல்,நீலாசல்
chinthitthal,சிந்தித்தல்,சிந்தித்தல்
thambulam,மம்புலம்,தாம்பூலம்
ilakka,அலக்க,இலக்க
ithalaaka,அதலாக,இதழாக
pinburamaaka,பின்புறமாக,பின்புறமாக
siemens,சியமெெ்்்்,சீமெண்ஸ்
reeves,சீவேஸ்,ரீவ்ஸ்
koovalanum,கோவலனும்,கோவலனும்
aayiram,அயிரம்,ஆயிரம்
akazhaayvil,வகழாய்வில்,அகழாய்வில்
kootanyil,கோட்டனிிி,கூட்டண்யில்
bauer,சார்,பௌவர்
yourik,சூரிக்,யூரிக்
pirachanaiyaga,சிரசனசயயக,பிரச்சனையாக
koottangalin,கூட்டங்களின்,கூட்டங்களின்
kootpaatu,சூட்பாடு,கோட்பாடு
urakka,சரக்க,உரக்க
noble,டோப்லே,நோபல்
letiin,செட்டின்,லத்தீன்
kaathalukku,சாதலுக்கு,காதலுக்கு
mugammathu,வுகம்மது,முகம்மது
zorddan,சோர்ட்டனன,ஜோர்டான்
thamizhagap,வமிழகப்,தமிழகப்
sipper,சிப்பெர்,செய்பவர்
bhukya,சுக்யா,புக்யா
satii,சாதிிி,சதி
kadarkarai,கடற்கரை,கடற்கரை
thota,மொட்டா,தொட
jammu,சம்மு,ஜம்மு
sikanamana,சிகானமான________________,சிக்கனமான
anthony,மந்தோன்ன்,அந்தோனி
agamadhabaath,அகமதபாத்,அகமதாபாத்
scent,ச்கென்ட்்_______________,சென்ட்
saravanabhavan,சரவனபவன்,சரவணபவன்
sentrulla,சென்றுள்ள,சென்றுள்ள
eduththukolgiren,சடுத்துகொள்கிறேன்,எடுத்துக்கொள்கிறேன்
periyathu,செரியது,பெரியது
aayiraththai,வயிரத்தை,ஆயிரத்தை
iyamvo,மயம்வோ,இயம்வோ
thaniththani,வனித்தனி,தனித்தனி
payanikalaip,பயனிகளைப்,சுற்றுலாப்
yevar,சவர்,எவர்
noblesville,மோப்லேஸ்வில்லே,நோபல்ஸ்வில்லே
kejiyaaga,செஜியாக,கேஜியாக
vishaakaa,திஷாகா,விஷாகா
vazhakkukalaiyum,வழக்குகளையும்,வழக்குகளையும்
vaagananggalaiyum,வாகனங்களையும்,வாகனங்களையும்
seyyappattullathaaga,செய்யப்பட்டுள்ளதாக,செய்யப்பட்டுள்ளதாக
kandedukkappattathu,சண்டெடுக்கப்பட்டது,கண்டெடுக்கப்பட்டது
thodarbalar,மொடர்பலர்,தொடர்பாளர்
kaartikeeyan,சார்டிக்கீயனன்,கார்த்திகேயன்
meinaruviyila,வெய்னருவியில,மெயினருவியில
jean,சென்,ஜேன்
panigalaip,பணிகளைப்,பணிகளைப்
thodaathavargalukkum,வொடாதவர்களுக்கும்,தொடாதவர்களுக்கும்
muraik,துறைக்,முறைஃ
chollukkaana,சொல்லுக்கான,சொல்லுக்கான
heriss,செரிஸ்்்,ஹாரிஸ்
jeyikka,செயிக்க,ஜெயிக்க
kuuttavum,குட்டவும்,கூட்டவும்
madina,மடின,மதீனா
muhammad,முஹம்மாட்,முகம்மது
sangankal,சங்கங்கள்,சங்கங்கள்
evatrtrukkum,சவற்றுக்கும்,இவற்றுக்கும்
udhayamaavadharkuch,சதயமாவதற்குச்,உதயமாவதற்குச்
sangath,சங்கத்,சங்கத்
pulampach,புலம்பச்,புலம்பச்
uraiyaattriya,சரையாற்றிய,உரையாற்றிய
yuii,சுயி,யூ
nuzhainthiruppaargal,வுழைந்திருப்பார்கள்,நுழைந்திருப்பார்கள்
paik,ஹைக்,பேக்
asok,டாோக்்__________________,அசோகா
uloom,கலூம்,உலூம்
kaalatthaic,காலத்தைச்,காலத்தைச்
ring,சிங்ங்,ரிங்க்
ezhuththukkalilthaan,கழுத்துக்களில்தான்,எழுத்துக்களில்தான்
soozhappattathu,சூழப்பட்டது,சூழப்பட்டது
peepe,பீபே,பீபி
thapasu,மபசு,தபசு
surver,சுர்வேர,சர்வர்
abul,பபுல்,அபுல்
toobaggoo,மூபககககக________________,டொபாகோ
vadikkappattathu,வடிக்கப்பட்டது,வடிக்கப்பட்ட
rafael,சாஃபலல்,ரபேல்
siththasramaththai,சித்தச்ரமத்தை,ஸித்தாஸ்ரமத்தை
tharakkuutiya,வரக்குடிய,தரக்கூடிய
amerika,தமேரிக்,அமெரிக்கா
sivanthu,சிவந்து,சிவந்து
thokupaiyum,மொகுபையும்,தொகுப்பையும்
baurnami,சார்னமி,பெளர்ணமி
saey,சேய்,சேய்
uththarappradesa,சத்தரப்பறேச,உத்தரப்பிரதேச
chankat,சஙஙகட்்,சங்கத்
vanji,மஞ்சி,வஞ்சி
thamizhakaththilum,வமிழகத்திலும்,தமிழகத்திலும்
krishna,கிரிஷ்ணா,க்ரிஷ்ணா
boca,சோக்,போகா
bhaskar,சாஸ்கர்,பாஸ்கர்
pinpatruvathenbathu,பின்பற்றுவதென்பது,பின்பற்றுவதென்பது
tamizhakatthilum,வமிழகத்திலும்,தமிழகத்திலும்
donaldson,அோனால்ஸ்னன்்____________,டொனால்ட்சன்
paniyum,சணியும்,பணியும்
poathum,சோதும்,வாங்கும்
duglas,முக்லஸஸ,டக்ளஸ்
odeesee,படீசீ,ஒடிசி
latchanam,சட்சனம்,லட்சணம்
poonee,பூனீ,பூனீ
biksbi,சிக்ஸ்பி,பிக்ஸ்பி
vladymyr,மிளாடமமமம்்,விளாடிமிர்
bharathiya,சரதிய,பாரதிய
kadarkaraiyilirundha,கடற்கரையிலிருந்த,கடற்கரையிலிருந்து
kodooramaana,சொடூரமான,கொடூரமான
bhaavanaiyil,சாவனையில்,பாவனையில்
edirpaarkkum,கடிர்பார்க்கும்,எதிர்பார்க்கும்
sozharkalin,சொழர்களின்,சோழர்களின்
tabagoo,மாககககோ_________________,டொபாகோ
poonagariyil,பூனகரியில்,பூநகரியில்
pottavargalukkum,கொட்டவர்களுக்கும்,போட்டவர்களுக்கும்
nadigaiyaana,வடிகையான,நடிகையான
kuantum,சுாண்டும்,குஅன்டம்
mani,மானி,மணி
kangra,சங்்ரர,காங்ரா
sthaapaga,ச்தாபக,ஸ்தாபக
virumbugiradhu,விரும்புகிறது,விரும்புகிறது
deevid,மீவிட்,டேவிட்
babeel,சபீல்,பாபேல்
solvathai,சொல்வதை,சொல்வதை
yookaththin,சூகத்தின்,யோகத்தின்
beetlez,சீட்லேல்,பீட்டில்ஸ்
nayam,பயம்,நயம்
thaengaip,வேங்கைப்,தேங்காய்ப்
mandaal,வண்டாள்,மண்டல்
arivuruththugireergal,வறிவுருத்துகிறீர்கள்,அறிவுறுத்துகிறீர்கள்
vazhangiyullathagavum,வழங்கியுள்ளதகும்,வழங்கியுள்ளதாகவும்
ram,சமமம,ராமா
niraivuraiyodu,விறைவுறையொடு,நிறைவுரையோடு
diipak,தியபக்__________________,தீபக்
pootaan,பூடான்,பூடான்
kuday,சுடய்,குடை
naro,மாரோ,நீரோ
latin,சாடின்,லத்தீன்
bara,சரர,பரா
mentor,மென்டோர்,மென்டார்
chirumiyai,சிருமியை,சிறுமியை
jaanakikkuththaan,சானகிக்குத்தான்,ஜானகிக்குத்தான்
seythathaagavum,செய்ததாகவும்,செய்ததாகவும்
telelinks,டெலெலிங்்்ஸ்,டெலிலிங்க்ஸ்
pauula,பௌலா,பவுலா
edukkappadavillai,கடுக்கப்படவில்லை,எடுக்கப்படவில்லை
padaiththathu,படைத்தது,படைத்தது
siriyap,சிறியப்,சிரியப்
ratnagiri,சே்நாகிிிி______________,ரத்னகிரி
livarpuul,சிவர்புலுள்,லிவர்பூல்
serbiya,செர்பிய,செர்பியா
jaitley,செய்ட்லெய,ஜெட்லி
brahmma,சிராம்மா,பிரம்ம
balmiki,சல்மமிகக,பால்மிகி
thedhiyum,வெதியும்,தேதியும்
kondirukkumpoothu,கொண்டிருக்கும்போது,கொண்டிருக்கும்போது
sasanangal,சசனங்கள்,சாசனங்கள்
zeen,சீன்,ஜென்
pottaar,பொட்டார்,போட்டார்
inthnikalvukku,வந்நிகள்வுக்கு,இந்நிகழ்வுக்கு
appaadal,வப்பாடல்,அப்பாடல்
pithon,ஹித்தோன்,பைதான்
arivadhu,வறிவது,அறிவது
avalaik,அவலைக்,அவளைக்
maasgoavin,மாஸ்கோவின்,மாஸ்கோவின்
kankaanippaalar,கங்காணிப்பாளர்,கண்காணிப்பாளா்
thozhilai,மொழிலை,தொழிலை
manju,மஞ்சு,மஞ்சு
maali,மாலி,மாலி
kuantam,குாண்டம்,குவாண்டம்
kondirundhom,கொண்டிருந்தோம்,கொண்டிருந்தோம்
mugaththuvaaraththil,வுகத்துவாரத்தில்,முகத்துவாரத்தில்
earpadaamal,கர்படாமல்,ஏற்படாமல்
athirupthiyai,வதிருப்தியை,அதிருப்தியை
nirvaagangal,விர்வாகங்கள்,நிர்வாகங்கள்
choazharkalin,சோழர்களின்,சோழர்களின்
anuradhapuraththil,வனுரதபுரத்தில்,அனுராதபுரத்தில்
elakiri,சலகிரி,ஏலகிரி
vittum,மிட்டும்,விட்டும்
villiams,மில்லியம்்்்,வில்லியம்ஸ்
panguthararkalaka,கங்குதரர்களக,பங்குதாரர்களாக
elatchaththu,கலட்சத்து,இலட்சத்து
gowravikkum,சௌவரவிக்கும்,கௌரவிக்கும்
saathaaranamaana,சாதாரனமான,சாதாரணமான
vungalukke,முங்களுக்கே,உங்களுக்கே
mattravarghalthaan,வற்றவர்கள்தான்,மற்றவர்கள்தான்
seithathagavum,செய்ததகவும்,செய்ததாகவும்
thoguththa,வொகுத்த,தொகுத்த
greenville,சிரீன்வில்லே,க்ரீன்வில்லே
america,மமேரிக்க________________,அமெரிக்கா
vatar,மாட்ர,வாட்டர்
sangavi,சங்கவி,சங்கவை
smartspaces,ச்மார்்்்்்பப்்ஸ்்______,ஸ்மார்ட்ஸ்பேசஸ்
giitaa,சியிடாடா________________,கீதை
thuraiviyum,வுறைவியும்,துறவியும்
kalyana,சல்யானா_________________,கல்யாண
pangupetrullanar,பங்குபெற்றுள்ளனர்,பங்குபெற்றுள்ளனர்
longmont,சொங்மோன்ட்,லாங்மாண்ட்
munnuthaaranamaaka,வுன்னுதாரனமாக,முன்னுதாரணமாக
english,கங்்ளிஷஷ்,இங்கிலீஷ்
rukmaniyidam,சுக்மனியிடம்,ருக்மணியிடம்
pirathyeagamaaga,சிரத்யேயமாக,பிரத்யேகமாக
chandel,சாந்டல்,சாண்டெல்
padaithu,கடைது,படைத்து
jordan,சோர்டனன்,ஜோர்தான்
edhirppaarkkum,சதிர்ப்பார்க்கும்,எதிர்பார்க்கும்
manickka,தனிிக்க,மாணிக்க
maalikaiyil,வாலிகையில்,மாளிகையில்
kalaadi,கலாடி,கலாடி
poonaa,பூனா,பூனா
cul,சலல்,கூல்
valaithalanggalil,வலைதலங்களில்,வலைதளங்களில்
vaakkugalai,வாக்குகளை,வாக்குகளை
paniyilum,சணியிலும்,பணியிலும்
sayreville,சயரரேவவில்,சேரிவில்லே
gaurila,சாரிலா,கொரில்லா
arena,அரென,அரேனா
ilakkam,இலக்கம்,இலக்கம்
thevargalukkaakavum,வேவர்களுக்காகவும்,தேவர்களுக்காகவும்
setees,செடீஸ்,சதீஷ்
japanin,சபனனனனன,ஜப்பானின்
tharunatthai,வருணத்தை,தருணத்தை
koottath,கூட்டத்,கூட்டத்
thatavi,மடவவவி__________________,தடவி
kazhivarai,கழிவரை,கழிவறை
paakisthaanukku,பாகிஸ்தானுக்கு,பாகிஸ்தானுக்கு
karanamaakach,சரணமாகச்,காரணமாகச்
inriyum,வன்றியும்,இன்றியும்
thaiththuvamaana,வைத்துவமான,தனித்துவமான
raanuvath,சானுவத்,ராணுவத்
nathiyaana,வதியான,நதியான
ashley,மஷ்லேய்,ஆஷ்லே
moorthigal,வூர்திகள்,மூர்த்திகள்
innoayai,வன்னோயை,இந்நோயை
thangiullathu,வங்கியுள்ளது,தங்கியுள்ளது
kadalul,கடலுள்,கடலுள்
uruthiyudan,சருதியுடன்,உறுதியுடன்
pisiyaaga,பிசியாக,பிசியாக
metti,மெட்டி,மெட்டி
paitan,லைதான்,பைதான்
aankalae,மங்களே,ஆண்களே
pirachnai,பிரச்னை,பிரச்னை
dayalan,அயலான,தயாளன்
midland,மில்லா்்்்,மிட்லேண்ட்
cherrapunji,செர்ரபுஞ்சி,சிரப்புஞ்சி
servarukku,செர்வருக்கு,சர்வருக்கு
valaigutaavil,வலைகுடாவில்,வளைகுடாவில்
haley,சலலெய்,ஹாலே
poruththappattirukku,பொருத்தப்பட்டிருக்கு,பொருத்தப்பட்டிருக்கு
thoguppil,மொகுப்பில்,தொகுப்பில்
noolagangkalil,மூலகங்களில்,நூலகங்களில்
qyuba,சியபபா,கியூபா
calumet,சலலமமெ்்,களுமெட்
jappaanai,சப்பானை,ஜப்பானை
radaar,சாார்,ரேடார்
palatine,பலலடடனே,பலடைன்
uudakap,சடகப்,ஊடகப்
kuuttattait,குட்டட்டைட்,கூட்டத்தைத்
mclaughlin,ம்க்லாக்லின்,மெக்லாக்லின்
indri,மன்றி,இன்றி
iruppaiyum,இருப்பையும்,இருப்பையும்
punch,ஹு்்்்__________________,பஞ்ச்
tamilaringar,வமிழரிங்ககர,தமிழறிஞர்
malargalaik,வலர்களைக்,மலர்களைக்
srirangkaththil,ச்ரீரங்கத்தில்,ஸ்ரீரங்கத்தில்
aankalilum,அங்களிலும்,ஆண்களிலும்
gati,சாடிிி__________________,கடி
matravargalaiyum,வற்றவர்களையும்,மற்றவர்களையும்
kaankirathu,காண்கிறது,காண்கிறது
siirutaip,சியுரைத்ப்,சீருடைப்
paduthuk,கடுதுது,படுத்துக்
chellavendum,செல்லவேண்டும்,செல்லவேண்டும்
piiddi,பிட்டி,பீட்டி
chakthi,சக்தி,ஓம்
thadaykalayth,வடைகளைத்,தடைகளைத்
vaalin,மாலின்,வாலின்
rawlani,சாவலனனி,ரவ்லாணி
powers,டோவர்ஸ்,பவர்ஸ்
vaazhvathu,வாழ்வது,வாழ்வது
bambaram,சம்பரம்,பம்பரம்
maharashtra,மாரசஷ்்ரர,மகாராஷ்ட்ரா
ina,அனாா____________________,ஐநா
pirathesanggalukkum,சிரதெசங்களுக்கும்,பிரதேசங்களுக்கும்
onnum,கன்ணும்,ஒன்னும்
purinthum,புரிந்தும்,புரிந்தும்
seiyyappattirunthaan,செய்ய்யப்பட்டிருந்தான்,செய்யப்பட்டிருந்தான்
pirushadhanukku,சிருஷதனுக்கு,பிருஷதனுக்கு
apparels,டப்பரேல்,அப்பேரல்ஸ்
valimaiyaana,வலிமையான,வலிமையான
nirvaagaththirkum,விர்வாகத்திற்கும்,நிர்வாகத்திற்கும்
yeno,சனனோோ,ஏனோ
beltran,செல்ட்ரான்,பெல்டிரான்
roower,சூவர்,ரோவர்
agamadhabaatthil,அகமதபாத்தில்,அகமதாபாத்தில்
vaethaththin,வேதத்தின்,வேதத்தின்
aththiyaayangkalil,வத்தியாயங்களில்,அத்தியாயங்களில்
roanoke,சோனோக்,ரோவனோகே
airoappiya,அரோப்பிய,அய்ரோப்பிய
sikkith,சிக்கித்,சிக்கித்
asansol,மசன்சொல்,அசன்சோல்
kulangkalin,குளங்களின்,குளங்களின்
axis,டாகிஸ்,ஆகஂஸிஸ்
adhikamaanathu,அதிகமானது,அதிகமானது
keeliranki,கீலிரங்கி,கீழிறங்கி
maeni,மேனி,மேனி
varma,மர்மா,வர்மா
koodum,கூடும்,இருக்கக்
karuththa,சருத்த,கருத்த
imayamalaiyin,அமயமலையின்,இமயமலையின்
ierppu,வற்ப்பு,ஈர்ப்பு
puroktarai,சுரோக்டரரை,புறொக்டரை
shanthi,சந்தி,சாந்தி
sarbiya,சர்பிய,செர்பியா
akkiramaththinaruku,வக்கிரமத்தினருகு,அக்கிராமத்தினருக்கு
poattikkaaga,போட்டிக்காக,போட்டிக்காக
kulangkalaiyum,குலங்களையும்,குளங்களையும்
machine,மாசின்ன_________________,மஷீன்
orissa,பரிஸ்ச,ஒரிசா
kandarinththathu,கண்டரிந்தது,கண்டறிந்தது
sithiraip,சிதிரைப்,சித்திரைப்
varuththappattuch,வருத்தப்பட்டுச்,வருத்தப்பட்டுச்
loodhiaanaa,சூதியானா,லூதியானா
samprathaaya,சம்ப்ரதாய,சம்பிரதாய
wabag,பாகக,வபாக்
moorththiyaaga,வூர்த்தியாக,மூர்த்தியாக
thehivalai,வெஹிவலை,தெஹிவளை
walls,டால்்்ஸ்,வால்ஸ்
kamio,சமிிி,கேமியோ
oill,பய்லலல,ஆயில்
bano,சானோ,பனோ
irukkinrom,அருக்கின்றோம்,இருக்கின்றோம்
paarththirukkiren,சார்த்திருக்கிறேன்,பார்த்திருக்கிறேன்
tharaththaik,வரத்தைக்,தரத்தைக்
tinplate,டின்ப்லடட்,டின்ப்ளேட்
kohima,சொஹிமா,கோஹிமா
aaduvar,வடுவர்,ஆடுவர்
kedum,கெடும்,கெடும்
vaakanam,மாகனம்,வாகனம்
nadhikalum,அதிகளும்,நதிகளும்
kizhiththu,கிழித்து,கிழித்து
thaervai,வேர்வை,தேர்வை
uuvaa,சவா,ஊவா
sankar,சஙஙகர்,பிரபு
boron,சோரோன்,போரான்
sanchi,சா்சிி,சாஞ்சி
aekapoagam,வகபோகம்,ஏகபோகம்
panigazhum,கணிகழும்,பணிகளும்
jharia,சரியா,ஜாரியா
ramachchandran,சமாச்சந்தினன்,ராமச்சந்திரன்
lakshmi,சக்ஷ்மம,லெட்சுமி
makalath,மகலத்,மகளைத்
muthalamaicharin,வுதலமைச்சரின்,முதலமைச்சரின்
panigazhaiyum,கணிகழையும்,பணிகளையும்
robles,சோப்லஸ்்,ராப்லெஸ்
gold,சோல்ட்,கோல்ட்
thandavaalanggal,வண்டவாளங்கள்,தண்டவாளங்கள்
urudhiyudan,கருதியுடன்,உறுதியுடன்
stephens,ச்டெபென்்்்_____________,ஸ்டீபென்ஸ்
seithuvittaar,செய்துவிட்டார்,செய்துவிட்டார்
adangiyathu,வடங்கியது,அடங்கியது
sirca,சிற்கா,சிர்கா
amerikkar,தமேரிக்கர்,அமெரிக்கர்
thodarbukku,மொடர்புக்கு,தொடர்புக்கு
idukki,மடுக்கி,இடுக்கி
seyalmuraikal,செயல்முறைகள்,செயல்முறைகள்
gureila,சுரேல்லா,கொரில்லா
udpuramaaka,கட்புரமாக,உட்புறமாக
baathaikalai,சாதைகளை,பாதைகளை
kaakiranul,காகிறனுள்,காகிரனுல்
edukkappadaamal,கடுக்கப்படாமல்,எடுக்கப்படாமல்
veliyidappattana,வெளியிடப்பட்டன,வெளியிடப்பட்டன
manathil,மனதில்,அடி
loodhiana,சூதியன,லூதியானா
foseco,சோசிகோ,ஃபோசெகோ
padikku,படிக்கு,படிக்கு
pinthu,பின்து,பிந்து
oppanthaththil,பப்பந்தத்தில்,ஒப்பந்தத்தில்
pathippiththa,சதிப்பித்த,பதிப்பித்த
aruppukkottai,இருப்புக்கொட்டை,அருப்புக்கோட்டை
panbaadum,சண்பாடும்,பண்பாடும்
jodha,சோதா,ஜோதா
kalai,சலை,கலாய்
aadippoora,வடிப்பூர,ஆடிப்பூர
zoordan,கூர்டன்,ஜோர்டான்
ccameeo,சிகாமீோோ________________,கேமியோ
uurvalamaaka,சர்வலமாக,ஊர்வலமாக
ezhuthukiren,கழுதுகிறேன்,எழுதுகிறேன்
anthantha,வந்தந்த,அந்தந்த
seithanar,செய்தனர்,செய்தனா்
mikey,மிக்ய்,மிக்கி
seyalpaduvathu,செயல்படுவது,செயல்படுவது
thanthiraththai,வந்திரத்தை,தந்திரத்தை
sarathigal,சரதிகள்,சாரதிகள்
ethirkkatchi,சதிர்க்கட்சி,எதிர்க்கட்சி
viththiyaasamaaga,வித்தியாசமாக,வித்தியாசமாக
pulappaduththiyullaar,புலப்படுத்தியுள்ளார்,புலப்படுத்தியுள்ளார்
rane,சானே,ராணே
holloway,சோல்லோவாய்,ஹாலோவே
harbour,சர்போரு்,ஹார்பர்
muyandraar,வுயன்றார்,முயன்றார்
foodworks,சூட்வோர்க்்்்்__________,ஃபுட்வொர்க்ஸ்
tharasaa,தரசா,தரஸா
dohrey,டோஷா்்,டோஹ்ரே
needhimandraththai,வீதிமன்றத்தை,நீதிமன்றத்தை
sambrathaayamaana,சம்ப்ரதாயமான,சம்பிரதாயமான
ponnaiyum,பொன்னையும்,பொன்னையும்
mathiyaarasu,வதியாரசு,மத்தியஅரசு
vizhikkungaal,விழிக்குங்கால்,விழிக்குங்கால்
pilaikal,கிளைகள்,பிழைகள்
seruppaip,செருப்பைப்,செருப்பைப்
nagpur,மா்புுர்,நாக்பூர்
nadappadhaga,மடப்பதக,நடப்பதாக
nisaan,மிசான்,நிசான்
latchaththirkum,சட்சத்திற்கும்,இலட்சத்திற்கும்
karumpalahaiyil,கரும்பலாயியில்,கரும்பலகையில்
bhadauria,சாடுரயா,பதௌரியா
thala,மலா,தள
oththuzhaikka,பத்துழைக்க,ஒத்துழைக்க
kulatthu,குலத்து,குளத்து
viluppuram,விலுப்புரம்,விழுப்புரம்
dhairiyam,வைரியம்,தைரியம்
seiyyappattirunthu,செய்ய்யப்பட்டிருந்து,செய்யப்பட்டிருந்து
muhammat,முஹம்மாட்,முஹம்மத்
tayaaraanathu,வயாரானது,தயாரானது
weter,டெட்ர்,வாட்டர்
needikkiradhu,வீடிக்கிறது,நீடிக்கிறது
vanchi,மா்சிி__________________,வஞ்சி
innovation,மன்னோவாடன்்_____________,இன்னோவேஷன்
sype,சிபெப்,சைப்
kaanbiththaar,சாண்பித்தார்,காண்பித்தார்
annapolis,மன்னபோலிஸ்,அன்னாபோலிஸ்
roam,சோம்,ரோம்
aster,டஸ்டரர,ஆஸ்டெர்
arinthen,வறிந்தென்,அறிந்தேன்
sukku,சுக்கு,சுக்கு
veelchchiyilirunththu,வீழ்ச்சியிலிருந்து,வீழ்ச்சியிலிருந்து
azhuththi,மழுத்தி,அழுத்தி
irunthirupadhagath,வருந்திருபதகத்,இருந்திருப்பதாகத்
koduthirupathaagavum,கொடுதிருபதாகவும்,கொடுத்திருப்பதாகவும்
random,சா்்டமம்,ரேண்டம்
narala,மரலா,நரலா
ipparavai,வப்பரவை,இப்பறவை
vanthiyaththaevan,வந்தியத்தேவன்,வந்தியத்தேவன்
vikram,மிக்ரம்,விக்ரம்
veedic,மீடிக்,வேதக்
bean,சென்,பீன்
mandham,வந்தம்,மந்தம்
ankeny,டா்்ென்,அன்கேனி
maruththuvarai,வருத்துவரை,மருத்துவரை
landanil,சா்டனில்,லண்டனில்
carr,சார்ர,கார்
irundhadhillai,இருந்ததில்லை,இருந்ததில்லை
nobel,டோபெல்,நோபல்
kudumbaththinarudan,குடும்பத்தினருடன்,குடும்பத்தினருடன்
randolph,சா்டோல்பப்,ரான்டால்ப்
kuuttankalukku,குட்டங்களுக்கு,கூட்டங்களுக்கு
nuraiyiiralil,வுறையிரலில்,நுரையீரலில்
irukkap,அருக்கப்,இருக்கப்
yavvithaththilum,சவ்விதத்திலும்,எவ்விதத்திலும்
bogie,சோகியி,போகி
utpuramaaga,கட்புரமாக,உட்புறமாக
mastek,டாஸ்டகக்,மாஸ்டெக்
ottagangal,பட்டகங்கள்,ஒட்டகங்கள்
poayinar,போயினர்,போயினர்
ottaganggal,பட்டகங்கள்,ஒட்டகங்கள்
wheeling,டீலிங்,வீலிங்
innalgal,அன்னல்கள்,இன்னல்கள்
echchil,சச்சில்,எச்சில்
tylar,மிலார்,டைலர்
suuppirandu,சுப்பிரண்டு,சூப்பிரண்டு
hungaryyil,சங்கர்யியில்,ஹங்கேரியில்
tamilarinar,மமிழாிிரர்,தமிழறிஞர்
nun,ஹுன்,நுண்
ippaadhai,வப்பாதை,இப்பாதை
alavukatandhtha,வலவுகடந்த,அளவுகடந்த
sei,செய்,சேய்
khambhat,சம்பத்,கம்பட்
